species	Function	S	S_genome	narr_og_cat	Process	Genus	Order	Lifestyle	S_norm
Cutaneotrichosporon_oleaginosus_IBC0246	Extracellular structures	-0.121040569	0.566473487	W	CELLULAR PROCESSES AND SIGNALING	Cutaneotrichosporon	Trichosporonales	Environmental	-0.213673846
Cutaneotrichosporon_oleaginosus_IBC0246	Secondary metabolites biosynthesis, transport, and catabolism	0.637144972	0.566473487	Q	METABOLISM	Cutaneotrichosporon	Trichosporonales	Environmental	1.124756916
Cutaneotrichosporon_oleaginosus_IBC0246	Nuclear structure	0.591613331	0.566473487	Y	CELLULAR PROCESSES AND SIGNALING	Cutaneotrichosporon	Trichosporonales	Environmental	1.044379559
Cutaneotrichosporon_oleaginosus_IBC0246	RNA processing and modification	0.57892212	0.566473487	A	INFORMATION STORAGE AND PROCESSING	Cutaneotrichosporon	Trichosporonales	Environmental	1.021975668
Cutaneotrichosporon_oleaginosus_IBC0246	Transcription	0.33724654	0.566473487	K	INFORMATION STORAGE AND PROCESSING	Cutaneotrichosporon	Trichosporonales	Environmental	0.595343909
Cutaneotrichosporon_oleaginosus_IBC0246	Cell wall, membrane, envelope biogenesis	0.615566034	0.566473487	M	CELLULAR PROCESSES AND SIGNALING	Cutaneotrichosporon	Trichosporonales	Environmental	1.086663451
Cutaneotrichosporon_oleaginosus_IBC0246	Translation, ribosomal structure and biogenesis	0.819933277	0.566473487	J	INFORMATION STORAGE AND PROCESSING	Cutaneotrichosporon	Trichosporonales	Environmental	1.447434515
Cutaneotrichosporon_oleaginosus_IBC0246	Nucleotide transport and metabolism	0.710409052	0.566473487	F	METABOLISM	Cutaneotrichosporon	Trichosporonales	Environmental	1.254090558
Trichosporon_asahii_ATCC_201110	Chromatin structure and dynamics	0.877839982	0.70570966	B	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.243910961
Trichosporon_asahii_ATCC_201110	Inorganic ion transport and metabolism	0.841242529	0.70570966	P	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.192051883
Trichosporon_asahii_ATCC_201110	Cell wall, membrane, envelope biogenesis	0.692582045	0.70570966	M	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.981397994
Trichosporon_asahii_ATCC_201110	Carbohydrate transport and metabolism	0.812286551	0.70570966	G	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.151020875
Trichosporon_asahii_ATCC_201110	Replication, recombination and repair	0.646116016	0.70570966	L	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.915555011
Trichosporon_asahii_ATCC_201110	Energy production and conversion	0.815075801	0.70570966	C	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.15497328
Trichosporon_asahii_ATCC_201110	Cytoskeleton	0.647737802	0.70570966	Z	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.917853103
Trichosporon_asahii_ATCC_201110	Transcription	0.647047163	0.70570966	K	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.916874459
Trichosporon_asahii_ATCC_201110	RNA processing and modification	0.708373767	0.70570966	A	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.003775075
Trichosporon_asahii_ATCC_201110	Extracellular structures	0.316183475	0.70570966	W	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.4480362
Trichosporon_asahii_ATCC_201110	Post-translational modification, protein turnover, and chaperones	0.666235289	0.70570966	O	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.944064289
Trichosporon_asahii_ATCC_201110	Defense mechanisms	0.555153433	0.70570966	V	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.786659818
Trichosporon_asahii_ATCC_201110	Coenzyme transport and metabolism	0.827257884	0.70570966	H	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.172235453
Trichosporon_asahii_ATCC_201110	Intracellular trafficking, secretion, and vesicular transport	0.681029566	0.70570966	U	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.965027976
Trichosporon_asahii_ATCC_201110	Cell cycle control, cell division, chromosome partitioning	0.621004537	0.70570966	D	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.879971711
Trichosporon_asahii_ATCC_201110	Lipid transport and metabolism	0.808557981	0.70570966	I	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.145737442
Trichosporon_asahii_ATCC_201110	Signal transduction mechanisms	0.573920532	0.70570966	T	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.813253047
Trichosporon_asahii_ATCC_201110	Nuclear structure	0.685996201	0.70570966	Y	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.972065765
Trichosporon_asahii_ATCC_201110	Translation, ribosomal structure and biogenesis	0.826252689	0.70570966	J	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.170811079
Trichosporon_asahii_ATCC_201110	Cell motility	0.916521787	0.70570966	N	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.298723594
Trichosporon_asahii_ATCC_201110	Secondary metabolites biosynthesis, transport, and catabolism	0.78945684	0.70570966	Q	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.118670871
Trichosporon_asahii_ATCC_201110	Nucleotide transport and metabolism	0.820240806	0.70570966	F	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.16229216
Trichosporon_asahii_ATCC_201110	Amino acid transport and metabolism	0.831075204	0.70570966	E	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.177644647
Trichosporon_asahii_CBS_8904	Post-translational modification, protein turnover, and chaperones	0.670072254	0.692299439	O	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.967893682
Trichosporon_asahii_CBS_8904	Signal transduction mechanisms	0.575378793	0.692299439	T	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.831112608
Trichosporon_asahii_CBS_8904	Extracellular structures	0.301006319	0.692299439	W	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.434792089
Trichosporon_asahii_CBS_8904	Cytoskeleton	0.621309442	0.692299439	Z	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.89745767
Trichosporon_asahii_CBS_8904	Transcription	0.588667174	0.692299439	K	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.850307165
Trichosporon_asahii_CBS_8904	Amino acid transport and metabolism	0.794780299	0.692299439	E	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.148029673
Trichosporon_asahii_CBS_8904	Coenzyme transport and metabolism	0.823339907	0.692299439	H	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.189282933
Trichosporon_asahii_CBS_8904	Cell motility	0.562310146	0.692299439	N	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.812235449
Trichosporon_asahii_CBS_8904	Carbohydrate transport and metabolism	0.796799058	0.692299439	G	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.150945693
Trichosporon_asahii_CBS_8904	Nucleotide transport and metabolism	0.793623681	0.692299439	F	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.146358983
Trichosporon_asahii_CBS_8904	Secondary metabolites biosynthesis, transport, and catabolism	0.781292544	0.692299439	Q	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.128547129
Trichosporon_asahii_CBS_8904	Nuclear structure	0.62881539	0.692299439	Y	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.908299724
Trichosporon_asahii_CBS_8904	Energy production and conversion	0.81424541	0.692299439	C	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.17614628
Trichosporon_asahii_CBS_8904	Translation, ribosomal structure and biogenesis	0.817353982	0.692299439	J	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.180636493
Trichosporon_asahii_CBS_8904	Replication, recombination and repair	0.62906952	0.692299439	L	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.908666806
Trichosporon_asahii_CBS_8904	Lipid transport and metabolism	0.77667308	0.692299439	I	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.121874489
Trichosporon_asahii_CBS_8904	Defense mechanisms	0.550513322	0.692299439	V	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.795195389
Trichosporon_asahii_CBS_8904	Cell wall, membrane, envelope biogenesis	0.703835149	0.692299439	M	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.016662891
Trichosporon_asahii_CBS_8904	Intracellular trafficking, secretion, and vesicular transport	0.668179657	0.692299439	U	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.965159899
Trichosporon_asahii_CBS_8904	Chromatin structure and dynamics	0.866811999	0.692299439	B	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.252076702
Trichosporon_asahii_CBS_8904	Cell cycle control, cell division, chromosome partitioning	0.638441845	0.692299439	D	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.92220477
Trichosporon_asahii_CBS_8904	RNA processing and modification	0.679207138	0.692299439	A	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.981088673
Trichosporon_asahii_CBS_8904	Inorganic ion transport and metabolism	0.825616582	0.692299439	P	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.192571501
Trichosporon_asahii_N5_275_008G1	RNA processing and modification	0.671933456	0.661314874	A	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.016056772
Trichosporon_asahii_N5_275_008G1	Nuclear structure	0.672478827	0.661314874	Y	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.016881449
Trichosporon_asahii_N5_275_008G1	Amino acid transport and metabolism	0.800318063	0.661314874	E	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.210192141
Trichosporon_asahii_N5_275_008G1	Lipid transport and metabolism	0.769581804	0.661314874	I	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.163714645
Trichosporon_asahii_N5_275_008G1	Extracellular structures	0.327111913	0.661314874	W	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.494638675
Trichosporon_asahii_N5_275_008G1	Cytoskeleton	0.565457337	0.661314874	Z	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.855050082
Trichosporon_asahii_N5_275_008G1	Chromatin structure and dynamics	0.798210488	0.661314874	B	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.207005195
Trichosporon_asahii_N5_275_008G1	Cell wall, membrane, envelope biogenesis	0.748902813	0.661314874	M	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.132445138
Trichosporon_asahii_N5_275_008G1	Inorganic ion transport and metabolism	0.835914863	0.661314874	P	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.26401945
Trichosporon_asahii_N5_275_008G1	Signal transduction mechanisms	0.534887168	0.661314874	T	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.808823738
Trichosporon_asahii_N5_275_008G1	Coenzyme transport and metabolism	0.762257869	0.661314874	H	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.152639839
Trichosporon_asahii_N5_275_008G1	Energy production and conversion	0.834874092	0.661314874	C	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.262445659
Trichosporon_asahii_N5_275_008G1	Carbohydrate transport and metabolism	0.795463909	0.661314874	G	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.202851985
Trichosporon_asahii_N5_275_008G1	Translation, ribosomal structure and biogenesis	0.823064656	0.661314874	J	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.244588152
Trichosporon_asahii_N5_275_008G1	Post-translational modification, protein turnover, and chaperones	0.643148435	0.661314874	O	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.97252982
Trichosporon_asahii_N5_275_008G1	Replication, recombination and repair	0.460824885	0.661314874	L	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.696831272
Trichosporon_asahii_N5_275_008G1	Secondary metabolites biosynthesis, transport, and catabolism	0.769551292	0.661314874	Q	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.163668507
Trichosporon_asahii_N5_275_008G1	Cell cycle control, cell division, chromosome partitioning	0.517515149	0.661314874	D	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.782554831
Trichosporon_asahii_N5_275_008G1	Transcription	0.480515086	0.661314874	K	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.726605593
Trichosporon_asahii_N5_275_008G1	Cell motility	0.462847548	0.661314874	N	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.699889821
Trichosporon_asahii_N5_275_008G1	Defense mechanisms	0.403093531	0.661314874	V	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.609533441
Trichosporon_asahii_N5_275_008G1	Intracellular trafficking, secretion, and vesicular transport	0.63511592	0.661314874	U	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.960383541
Trichosporon_asahii_N5_275_008G1	Nucleotide transport and metabolism	0.74755349	0.661314874	F	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.130404773
Trichosporon_faecale_JCM_2941	Defense mechanisms	0.53094507	0.655809919	V	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.809602073
Trichosporon_faecale_JCM_2941	Transcription	0.522146051	0.655809919	K	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.796185048
Trichosporon_faecale_JCM_2941	Lipid transport and metabolism	0.765205544	0.655809919	I	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.166809959
Trichosporon_faecale_JCM_2941	RNA processing and modification	0.673218048	0.655809919	A	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.026544474
Trichosporon_faecale_JCM_2941	Coenzyme transport and metabolism	0.771957257	0.655809919	H	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.177105188
Trichosporon_faecale_JCM_2941	Post-translational modification, protein turnover, and chaperones	0.624590648	0.655809919	O	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.952395855
Trichosporon_faecale_JCM_2941	Signal transduction mechanisms	0.496656242	0.655809919	T	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.757317368
Trichosporon_faecale_JCM_2941	Intracellular trafficking, secretion, and vesicular transport	0.64546857	0.655809919	U	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.984231179
Trichosporon_faecale_JCM_2941	Cytoskeleton	0.646531094	0.655809919	Z	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.98585135
Trichosporon_faecale_JCM_2941	Replication, recombination and repair	0.47034355	0.655809919	L	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.717194931
Trichosporon_faecale_JCM_2941	Translation, ribosomal structure and biogenesis	0.836573475	0.655809919	J	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.275634069
Trichosporon_faecale_JCM_2941	Energy production and conversion	0.791850987	0.655809919	C	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.207439784
Trichosporon_faecale_JCM_2941	Amino acid transport and metabolism	0.764572496	0.655809919	E	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.165844667
Trichosporon_faecale_JCM_2941	Nuclear structure	0.645697844	0.655809919	Y	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.984580784
Trichosporon_faecale_JCM_2941	Cell wall, membrane, envelope biogenesis	0.588105522	0.655809919	M	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.896762164
Trichosporon_faecale_JCM_2941	Cell motility	0.792585972	0.655809919	N	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.208560514
Trichosporon_faecale_JCM_2941	Extracellular structures	-0.21157376	0.655809919	W	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	-0.322614455
Trichosporon_faecale_JCM_2941	Chromatin structure and dynamics	0.877831444	0.655809919	B	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.338545544
Trichosporon_faecale_JCM_2941	Inorganic ion transport and metabolism	0.782973403	0.655809919	P	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.19390296
Trichosporon_faecale_JCM_2941	Nucleotide transport and metabolism	0.748376983	0.655809919	F	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.141149229
Trichosporon_faecale_JCM_2941	Cell cycle control, cell division, chromosome partitioning	0.462816105	0.655809919	D	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.705716843
Trichosporon_faecale_JCM_2941	Carbohydrate transport and metabolism	0.746536138	0.655809919	G	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.13834225
Trichosporon_faecale_JCM_2941	Secondary metabolites biosynthesis, transport, and catabolism	0.733851958	0.655809919	Q	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.119001004
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Post-translational modification, protein turnover, and chaperones	0.529436575	0.590517097	O	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.896564347
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Extracellular structures	0.432452235	0.590517097	W	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.732328052
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Inorganic ion transport and metabolism	0.722099587	0.590517097	P	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.222825878
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Intracellular trafficking, secretion, and vesicular transport	0.526547927	0.590517097	U	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.89167262
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	RNA processing and modification	0.671899532	0.590517097	A	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.137815544
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Transcription	0.46944424	0.590517097	K	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.794971463
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Amino acid transport and metabolism	0.661530364	0.590517097	E	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.120256074
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Coenzyme transport and metabolism	0.726068301	0.590517097	H	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.229546621
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Nuclear structure	0.601743888	0.590517097	Y	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.019011798
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Secondary metabolites biosynthesis, transport, and catabolism	0.55446237	0.590517097	Q	METABOLISM	Trichosporon	Trichosporonales	Clinical	0.938943806
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Translation, ribosomal structure and biogenesis	0.82661716	0.590517097	J	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.399819183
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Replication, recombination and repair	0.393184912	0.590517097	L	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	0.665831547
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Cell motility	0.708226988	0.590517097	N	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	1.199333588
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Nucleotide transport and metabolism	0.703875543	0.590517097	F	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.191964715
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Cell cycle control, cell division, chromosome partitioning	0.429070973	0.590517097	D	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.726602118
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Signal transduction mechanisms	0.408569952	0.590517097	T	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.691885052
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Energy production and conversion	0.751918431	0.590517097	C	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.273322035
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Cytoskeleton	0.586655106	0.590517097	Z	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.993459984
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Carbohydrate transport and metabolism	0.725428913	0.590517097	G	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.228463862
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Cell wall, membrane, envelope biogenesis	0.500723808	0.590517097	M	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.847941255
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Lipid transport and metabolism	0.751810633	0.590517097	I	METABOLISM	Trichosporon	Trichosporonales	Clinical	1.273139487
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Chromatin structure and dynamics	0.814179722	0.590517097	B	INFORMATION STORAGE AND PROCESSING	Trichosporon	Trichosporonales	Clinical	1.37875724
Trichosporon_inkin_JCM_9195_ATCC_18020_reseq	Defense mechanisms	0.466127488	0.590517097	V	CELLULAR PROCESSES AND SIGNALING	Trichosporon	Trichosporonales	Clinical	0.789354772
